S.No,Sentence,Annotator 1,Annotator 2,IAA,label
2802,"oh yeah, i don't disagree. i'm a massive fan of hitchens, and 99% of everything he said was true. he just happened to be, as you say, misguided on certain issues.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2803,"So was I. I did say I was playing devil's advocate. As far as I'm concerned, Tiktaalik is a triumph of scientific deduction.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2804,"You can check the statistical relationship between dozens of variables, not the effects of them.For example if I correlated left hand strength with right hand strength across a billion individuals I would probably find a correlation of about 0.93, however this relationship is not causal, cutting off one hand will not result in a 90% strength reduction in the other.Correlational studies like this one can not determine cause and effect.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2805,Find me a mass shooting in Utah where concealed carry on campus is legal.,Sarcastic,Sarcastic,Agree,Sarcastic
2806,"1. you're kidding, right? have you never watched c-span and listened to congressional inquiries? it's all q&a;and fact driven. 2. you have the chance to clear that up (about your denials) yourself.",Sarcastic,Sarcastic,Agree,Sarcastic
2807,"this is totally false. the laws of logic being absolute does nothing to support a case for god. in fact, everything the bible tells us about god's nature indicates that god is illogical, unpredictable, unreliable and irreplicable. this is totally the opposite of logic",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2808,"At your service:ComparisonI could've just circled the whole thing, but this makes it clearer. Plus it's overall body shape is ""fatter""",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2809,"Well, we have Noah and his family getting off the Ark after the great flood. But no mention of Gilgamesh writers. They obviously weren't born yet.
",Non-Sarcastic,Sarcastic,Disagree,Unknown
2810,I hope I have already begun to change your mind.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2811,"Oh, I LOVE semantics games Well, viability now is around 23-25 weeks gestation and really is based on weight more than age. Howeverm the past push towards heroic intervention is now tempered by the rather horrific disabilities and complications seen at the younger age",Non-Sarcastic,Sarcastic,Disagree,Unknown
2812,"Really? Why? Bacteria don't need to see to exist. They don't depend on light to live. In fact, bacteria thrive in dark, moist areas. Why would natural selection determine this ability as being advantageous? If populations of bacteria with the ability to s",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2813,"That's an interesting subject, I had not heard of that b4. Did our bodies once produce Vitamin C?.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2814,"You will soon learn, my friend, that fundies have very, very short memories when it comes to refutations of their arguments...",Non-Sarcastic,Sarcastic,Disagree,Unknown
2815,"Why not? You said yourself kalifornia was a ""trend setter"". It is alread the law in many states.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2816,xd i wouldn't be surprised. i'm actually surprised that the kkk are still allowed to remain active. that's one the downsides to freedom of speech i guess.,Sarcastic,Non-Sarcastic,Disagree,Unknown
2817,"What is conveniently missing from your response? An explanation of why a limit on the number of guns that can be purchased during a certain time period is not a law which imposes ""conditions and qualifications on the commercial sale of arms"" per Heller. If the punishment does not fit the crime it does not necessarily follow that the crime is Constitutionally protected. Executing someone for shoplifting would be unjustifiable. However, that does not mean that there is a Constitutional right to shoplift.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2818,"oh dear, he already added to the gene pool. emoticonxrolleyes",Non-Sarcastic,Sarcastic,Disagree,Unknown
2819,"Well, I would call it a formalized set of rules and procedures for evaluating the validity of propositions. How does that relate to a dogma with a higher refresh rate?????",Sarcastic,Sarcastic,Agree,Sarcastic
2820,"what if it's got nothing to with bigotry? what if, like religion, it takes absolute proof in order to be believed? i think that's what it's going to take. don't you?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2821,what a shock. none of this has anything to do with what i wrote.,Non-Sarcastic,Sarcastic,Disagree,Unknown
2822,Your not going to trod out the myth of the smallpox-infected blankets are you? That one's been disproven so many times that even YOU should know that. emoticonXRolleyes,Sarcastic,Sarcastic,Agree,Sarcastic
2823,And you are only trying to earn yourself brownie points in hell.,Sarcastic,Sarcastic,Agree,Sarcastic
2824,"You're debating something that is no longer an option. You're arguing on the grounds of debunked precedent, as if the previous interpretations of the Second Amendment are somehow still viable. Well they aren't anymore, arguing old standing is no longer going to be an option for you or anyone else. All of your previous arguments have been eliminated from the equation. It's time to either evolve to meet the changing landscape, or go extinct like the dinosaurs.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2825,We don't live on carbon dioxide. We live from the energy stored in carbon compounds when we break them down.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2826,"Maybe you're the one who's suddenly being selective.
Get Jesus, dude, before you perish!",Sarcastic,Non-Sarcastic,Disagree,Unknown
2827,"On the evidence, that must have been where his brain was located.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2828,I'll give you His phone number and you can call yourself. It's 1-333-NOS-ODOMY. emoticonXAngel,Non-Sarcastic,Sarcastic,Disagree,Unknown
2829,"Come on, Aivlis. Give the guy a break. He's just practicing being a grown person.emoticonXHoho",Non-Sarcastic,Sarcastic,Disagree,Unknown
2830,"Math is confusing too, doesn't mean we should get rid of it.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2831,"So what are you claiming now? That all this time that Rosie was making fun of the Chinese, she's actually been Chinese all the while? Because that's the only legitimate way you could draw a parallel with those people who are hypocritically attacking gays while being gay themselves.",Sarcastic,Sarcastic,Agree,Sarcastic
2832,"This is not my problem. As I explained above, I just have to show inconsistency in order to reject the validity of all the claims in the Bible as being undeniable truth. And with the Bible, that's damn easy to do. ",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2833,Could you avoid your constant use of strawman`s fallacies please?,Sarcastic,Non-Sarcastic,Disagree,Unknown
2834,"Here, Here! Credibility has been so undermined by hypocrisy and lies today that we shall soon look back to Nixon for the 'good 'ol days' of govt. integrity!",Non-Sarcastic,Sarcastic,Disagree,Unknown
2835,"well duh. Everyone w/ a brain can figure that out.   I'm waiting for either Marc or Supersport to post here. I doubt it though. Heaven forbid actually discussing things without their willful ignorance.   Or more amusing they'd admit they consider all non-literalist, fundemental jews, chritians and muslims along with every other religion to be atheists. But I don't think they are that stupid.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2836,"Both statements are factual. It's only your limited grasp of reality that makes them confusing.
",Non-Sarcastic,Sarcastic,Disagree,Unknown
2837,where did jesus get his magic powers from? btw if angels could do the baby mama drama before the flood then god can too.,Sarcastic,Sarcastic,Agree,Sarcastic
2838,"Your right, this is not complete free will. But as I mentioned before, if you give yourself free will, then you are saying God has no control over you or your actions -- and therefore he is not God anymore.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2839,Only in the mind of a secular humanist atheist would it make sense. emoticonXGood,Sarcastic,Sarcastic,Agree,Sarcastic
2840,"
It really cracks me up, Falwell talking bout ""first-class nuts"". He's the posterboy for ""Private-Lear-Jet Nuts"".",Non-Sarcastic,Sarcastic,Disagree,Unknown
2841,And where exactly did you hear this? I find it hard to believe a governent that couldn't keep an affair or a low-level break-in under wraps could keep something like that secret................. Also if it is true and among alliance forces why do you blame solely the US?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
